tmp_doi,bso_classification_classe,source
10.1038/s41375-020-0969-8,7,mesri
10.1209/0295-5075/124/60006,6,mesri
10.3997/1873-0604.2017039,3,mesri
10.1016/j.ijproman.2019.05.001,9,mesri
10.1016/j.scitotenv.2018.06.375,3,mesri
10.1075/sibil.60.06ars,5,mesri
10.1371/journal.pgen.1008363,7,mesri
10.1051/0004-6361/201731685,3,mesri
10.21037/tlcr-20-594,7,mesri
10.3389/fbioe.2021.624553,7,mesri
10.1021/acsami.9b17525,4,mesri
10.1016/j.jcis.2021.01.038,1,mesri
10.1007/978-3-030-59302-5_11,7,mesri
10.1039/c9sm02107h,0,mesri
10.1051/0004-6361/201629934,8,mesri
10.1080/15548627.2016.1246107,7,mesri
10.1016/j.foodchem.2020.126864,0,mesri
10.3390/jcm9020329,7,mesri
10.3390/universe5010013,3,mesri
10.1016/j.jvolgeores.2016.04.036,3,mesri
10.1093/mnras/stab939,3,mesri
10.1016/j.crvi.2018.03.007,0,mesri
10.3390/cancers9080106,7,mesri
10.4000/mcv.8027,5,mesri
10.1038/s41467-018-05258-6,0,mesri
10.3390/cancers13061434,7,mesri
10.1007/s00068-018-0901-3,7,mesri
10.1093/mnras/sty3216,8,mesri
10.1016/j.jasrep.2020.102725,5,mesri
10.1001/jama.2019.14901,7,mesri
10.1016/j.aspen.2016.04.006,0,mesri
10.1126/sciadv.aao6596,3,mesri
10.1051/medsci/20163201008,7,mesri
10.1016/j.earscirev.2019.01.005,3,mesri
10.1016/j.dam.2015.10.012,6,mesri
10.32473/flairs.v34i1.128515,8,mesri
10.1111/jdi.13089,7,mesri
10.1007/s00415-019-09494-8,7,mesri
10.1016/j.jbiomech.2016.03.020,7,mesri
10.1002/acm2.12449,7,mesri
10.1002/1873-3468.12029,0,mesri
10.1016/j.measurement.2020.108590,7,mesri
10.1016/j.jbiomech.2016.10.023,7,mesri
10.3917/rfp.841.0105,5,mesri
10.1016/j.jeurea.2019.08.005,7,mesri
10.1016/j.molcel.2017.12.028,0,mesri
10.1177/0003319718823631,7,mesri
10.1039/d0ra07682a,1,mesri
10.1121/1.5066348,8,mesri
10.1093/heapro/daaa093,9,mesri
10.1145/2851613.2851646,2,mesri
10.3997/2214-4609.201802274,8,mesri
10.1016/j.scispo.2016.08.002,7,mesri
10.1051/0004-6361/201832892,3,mesri
10.1145/3071178.3079196,0,mesri
10.1016/j.annder.2018.07.006,7,mesri
10.1186/s12864-021-07503-7,3,mesri
10.1007/s00191-015-0442-4,9,mesri
10.1051/0004-6361/201834266,3,mesri
10.1002/rsa.20828,6,mesri
10.1016/j.ocecoaman.2020.105232,0,mesri
10.1051/0004-6361/201528014,3,mesri
10.1093/mnras/stw897,8,mesri
10.1007/s12079-016-0318-x,5,mesri
10.1088/1367-2630/ab0223,8,mesri
10.1016/j.ejca.2017.05.016,7,mesri
10.3917/ride.331.0023,9,mesri
10.1038/s41598-018-36835-w,3,mesri
10.1016/j.astropartphys.2015.12.001,8,mesri
10.1002/ijch.201800002,1,mesri
10.1088/1367-2630/aac5d0,8,mesri
10.1002/cphc.201900691,1,mesri
10.1007/s11042-020-09864-9,2,mesri
10.1093/gigascience/giw018,0,mesri
10.3390/md14030058,0,mesri
10.1007/978-3-319-96083-8_3,7,mesri
10.1111/ced.14483,7,mesri
10.1007/978-981-15-5436-0_42,3,mesri
10.1088/1475-7516/2019/03/044,3,mesri
10.1007/978-3-030-05594-3_2,0,mesri
10.1016/j.tecto.2016.06.010,3,mesri
10.1051/0004-6361/201936566,3,mesri
10.1007/s00245-016-9354-4,6,mesri
10.1353/late.2019.0004,5,mesri
10.1016/j.neurenf.2019.10.002,7,mesri
10.1016/j.biocon.2018.03.013,3,mesri
10.1007/s11739-019-02088-2,7,mesri
10.1016/j.immuni.2020.06.003,7,mesri
10.3389/fams.2019.00036,0,mesri
10.3917/ride.332.0211,9,mesri
10.1007/978-3-319-31329-0_7,1,mesri
10.1051/0004-6361/201731985,8,mesri
10.1007/s12220-015-9654-y,6,mesri
10.1111/1365-2664.12574,0,mesri
10.1007/s00453-016-0124-0,2,mesri
10.1145/3319535.3363211,7,mesri
10.1016/j.jafrearsci.2015.04.003,3,mesri
10.1007/s00531-020-01848-2,3,mesri
10.1016/j.jvir.2018.11.031,7,mesri
10.1080/10489223.2018.1513004,5,mesri
10.1016/j.jcf.2017.02.007,7,mesri
10.1785/0220150111,3,mesri
10.1136/bmjopen-2016-015308,7,mesri
10.3390/s20185036,2,mesri
10.1016/j.algal.2018.09.009,0,mesri
10.1007/s10596-017-9644-1,3,mesri
10.1007/978-3-319-59050-9_11,7,mesri
10.1111/jpim.12542,2,mesri
10.1016/j.jmaa.2019.03.057,6,mesri
10.1186/s12879-020-05263-5,7,mesri
10.1051/0004-6361/201936259,3,mesri
10.1093/aob/mcw256,0,mesri
10.1007/s00590-021-02878-5,7,mesri
10.1088/1361-6382/aaaafa,8,mesri
10.1016/j.econmod.2019.01.016,6,mesri
10.1002/mus.27073,7,mesri
10.1051/swsc/2020032,3,mesri
10.1007/s00191-019-00648-5,9,mesri
10.1016/j.tecto.2021.228800,3,mesri
10.1111/hiv.12557,7,mesri
10.1016/j.ctrv.2021.102191,7,mesri
10.1371/journal.pone.0151487,7,mesri
10.1371/journal.pone.0231165,7,mesri
10.5306/wjco.v8.i2.120,7,mesri
10.1146/annurev-ento-010715-023646,0,mesri
10.5114/jcb.2016.57535,7,mesri
10.1007/978-3-319-30505-9_22,2,mesri
10.3917/redp.262.0317,9,mesri
10.1007/s00397-017-1005-4,1,mesri
10.1016/j.algal.2019.101674,0,mesri
10.1051/0004-6361/201629259,8,mesri
10.1038/s41550-020-1009-3,3,mesri
10.15252/emmm.202012878,7,mesri
10.3917/rhis.173.0541,5,mesri
10.1002/ardp.201800204,1,mesri
10.3917/spub.182.0169,7,mesri
10.1093/mnras/staa2434,8,mesri
10.1007/s00440-015-0626-8,6,mesri
10.1080/17797179.2017.1310648,8,mesri
10.1051/0004-6361/201731569,8,mesri
10.1002/isaf.1407,2,mesri
10.1371/journal.pone.0157965,0,mesri
10.1007/s10096-016-2697-6,7,mesri
10.3390/ijms20205154,7,mesri
10.1051/0004-6361/201936981,8,mesri
10.3847/2041-8213/ab3800,8,mesri
10.1016/j.geomorph.2015.10.019,3,mesri
10.1016/j.drudis.2017.04.007,7,mesri
10.1038/ncomms10730,0,mesri
10.4049/jimmunol.1700079,7,mesri
10.1016/j.jbef.2020.100317,9,mesri
10.1016/j.spmi.2018.02.001,8,mesri
10.24033/asens.2386,8,mesri
10.1186/s13063-019-3914-2,7,mesri
10.1007/s00401-019-01988-z,0,mesri
10.1186/s13408-020-0079-y,0,mesri
10.1002/sd.2092,9,mesri
10.1002/mc.22470,7,mesri
10.1090/jag/715,6,mesri
10.37236/7117,6,mesri
10.1287/orsc.2018.1233,9,mesri
10.1002/ijop.12732,0,mesri
10.1007/s11548-016-1517-x,7,mesri
10.1111/jdv.14861,7,mesri
10.1016/j.chroma.2018.08.050,1,mesri
10.1016/j.purol.2020.02.001,7,mesri
10.1093/braincomms/fcab091,7,mesri
10.1016/j.clnu.2019.02.001,7,mesri
10.1088/1475-7516/2021/01/064,8,mesri
10.1016/j.prps.2018.12.002,7,mesri
10.3847/1538-4357/ab0f3b,8,mesri
10.1177/0037549717726868,2,mesri
10.1186/s12889-019-7317-9,7,mesri
10.1007/s11695-020-04718-7,7,mesri
10.1111/isj.12120,2,mesri
10.1080/17458927.2016.1195112,9,mesri
10.3389/fpls.2020.00137,0,mesri
10.1002/pssb.201600364,8,mesri
10.1117/12.2545493,7,mesri
10.1117/12.2537186,4,mesri
10.1515/hsz-2018-0141,7,mesri
10.1038/s42003-021-01653-w,0,mesri
10.1007/s00406-018-0907-1,9,mesri
10.1145/3270112.3270129,2,mesri
10.1016/j.jasrep.2020.102232,5,mesri
10.3390/molecules21010113,0,mesri
10.1002/pd.5756,7,mesri
10.3390/ceramics1020029,8,mesri
10.1093/imanum/drz067,8,mesri
10.1007/978-3-319-99813-8_27,6,mesri
10.1155/2020/3942152,7,mesri
10.15252/emmm.201505971,7,mesri
10.3917/inno.049.0005,9,mesri
10.1007/978-3-319-51753-7_7,6,mesri
10.1080/00224545.2018.1441795,0,mesri
10.1051/0004-6361/201323177,8,mesri
10.1002/ese3.690,3,mesri
10.1001/jamadermatol.2018.2191,7,mesri
10.1111/jdv.15497,7,mesri
10.1007/s10773-016-2928-8,8,mesri
10.1242/dev.189944,0,mesri
10.1007/s42452-019-1243-4,7,mesri
10.1007/978-3-319-55795-3_1,6,mesri
10.1007/s10596-019-9816-2,3,mesri
10.1002/gcc.22886,7,mesri
10.1093/mnras/staa2807,3,mesri
10.1073/pnas.1802639115,0,mesri
10.1111/maps.13595,3,mesri
10.1016/j.biocontrol.2018.05.010,0,mesri
10.1159/000487852,7,mesri
10.1038/s41380-020-00997-9,7,mesri
10.1051/0004-6361/202038071,5,mesri
10.1063/1.5111803,8,mesri
10.21037/tlcr.2016.08.05,7,mesri
10.1017/jfm.2017.402,8,mesri
10.1016/j.ocecoaman.2016.09.001,0,mesri
10.1016/j.forsciint.2017.07.016,7,mesri
10.1242/dev.191791,0,mesri
10.1016/j.jog.2019.101670,3,mesri
10.1142/9789813226609_0406,8,mesri
10.1186/s12903-017-0452-8,7,mesri
10.3390/cancers12103058,7,mesri
10.1016/j.biochi.2017.03.016,0,mesri
10.1007/s12232-017-0272-9,9,mesri
10.1016/j.crme.2019.03.006,8,mesri
10.1057/s41295-018-0145-y,9,mesri
10.1016/j.ejvs.2020.02.030,7,mesri
10.1080/21505594.2015.1137423,7,mesri
10.1007/s11031-017-9618-6,0,mesri
10.1016/j.nupar.2020.03.001,7,mesri
10.1145/3190834.3190846,2,mesri
10.1002/mds.27645,7,mesri
10.3917/sta.111.0097,5,mesri
10.1007/978-3-319-52389-7_13,6,mesri
10.1007/978-3-030-17402-6_26,2,mesri
10.1007/978-3-319-47846-3_27,2,mesri
10.1007/978-3-319-64010-5_5,7,mesri
10.1016/j.comppsych.2015.11.004,9,mesri
10.3390/jcm7120530,7,mesri
10.3390/cancers10030070,7,mesri
10.1007/s10346-018-1060-7,3,mesri
10.3847/1538-4357/835/2/157,3,mesri
10.1111/acem.13226,7,mesri
10.1002/chem.202003456,1,mesri
10.1016/j.canrad.2020.06.014,7,mesri
10.1053/j.gastro.2018.04.027,7,mesri
10.1016/j.nupar.2019.05.004,7,mesri
10.7872/crya/v37.iss4.2016.233,3,mesri
10.1016/j.quaint.2018.04.034,5,mesri
10.1016/j.endm.2017.10.002,2,mesri
10.1007/s10340-019-01102-y,0,mesri
10.1117/12.2562316,8,mesri
10.3389/fendo.2019.00851,7,mesri
10.1117/12.2313551,8,mesri
10.1785/0120190173,3,mesri
10.1007/s00245-017-9436-y,6,mesri
10.1051/parasite/2020006,7,mesri
10.1002/bies.201600049,0,mesri
10.1007/s11101-020-09719-z,0,mesri
10.1080/00268976.2019.1662507,8,mesri
10.1083/jcb.201606069,0,mesri
10.1017/jfm.2021.59,8,mesri
10.1007/s11695-019-04000-5,7,mesri
10.1051/0004-6361/201833480,8,mesri
10.1007/978-3-319-65870-4_16,2,mesri
10.1021/acs.nanolett.5b04949,8,mesri
10.3389/fcimb.2018.00017,0,mesri
10.1002/ps.4423,0,mesri
10.1016/j.rmed.2020.106146,7,mesri
10.1016/j.icarus.2016.04.013,3,mesri
10.1051/0004-6361/201525769,8,mesri
10.3389/fphar.2019.01581,7,mesri
10.1051/0004-6361/201832972,3,mesri
10.1016/j.jasrep.2017.02.015,5,mesri
10.1111/nph.13735,0,mesri
10.1002/ijop.12678,0,mesri
10.1051/0004-6361/201425196,8,mesri
10.1007/s40368-021-00625-2,7,mesri
10.3389/fpsyg.2020.01427,0,mesri
10.1117/12.2311499,3,mesri
10.1007/s10526-015-9696-x,0,mesri
10.1016/j.mefs.2018.01.006,0,mesri
10.1093/imanum/drw012,8,mesri
10.1007/s10699-020-09686-w,5,mesri
10.3847/1538-3881/aa8d1c,3,mesri
10.1177/1526602818811915,7,mesri
10.1007/978-3-319-68705-6_18,6,mesri
10.3389/fimmu.2017.00443,7,mesri
10.2113/2020/2810692,3,mesri
10.1024/0300-9831/a000532,0,mesri
10.1038/bmt.2016.360,7,mesri
10.3847/1538-4357/aada8a,3,mesri
10.1111/bre.12322,3,mesri
10.1088/1751-8121/aba29d,8,mesri
10.1001/jama.2021.0135,7,mesri
10.1016/j.cell.2019.08.049,0,mesri
10.1016/j.phytochem.2019.04.020,7,mesri
10.1016/j.physletb.2019.05.022,8,mesri
10.1016/j.encep.2019.07.008,0,mesri
10.1002/elsc.201900063,0,mesri
10.1016/j.neuroimage.2017.08.059,7,mesri
10.1021/acsami.7b11718,8,mesri
10.1021/acs.inorgchem.9b02014,8,mesri
10.1209/0295-5075/130/68002,8,mesri
10.1016/j.molmet.2020.101066,0,mesri
10.1051/e3sconf/20184006018,3,mesri
10.1007/s00239-017-9814-8,0,mesri
10.1016/j.medleg.2018.04.003,7,mesri
10.1093/ibd/izaa025,7,mesri
10.3847/1538-3881/aac20c,8,mesri
10.1016/j.psychsport.2020.101793,0,mesri
10.1051/0004-6361/201730818,3,mesri
10.1515/pac-2017-0206,1,mesri
10.1007/978-3-319-64203-1_2,2,mesri
10.1038/mp.2017.145,1,mesri
10.1038/s41598-017-01997-6,0,mesri
10.1016/j.eats.2017.08.001,7,mesri
10.1016/j.soard.2017.07.018,7,mesri
10.1111/acel.13097,0,mesri
10.1007/978-3-030-39074-7_21,2,mesri
10.1039/c6cp01227b,8,mesri
10.3390/toxins11060367,7,mesri
10.1007/s10096-019-03487-1,7,mesri
10.1088/1361-6382/ab685e,8,mesri
10.1007/978-3-030-06019-0_5,9,mesri
10.1155/2018/2342650,0,mesri
10.1016/j.tig.2020.08.003,0,mesri
10.1016/j.jbspin.2015.04.012,7,mesri
10.3758/s13428-015-0669-x,0,mesri
10.7717/peerj.7802,0,mesri
10.1080/07366299.2018.1545341,1,mesri
10.18632/oncotarget.14793,0,mesri
10.3847/1538-3881/ab164c,8,mesri
10.1021/acsearthspacechem.8b00120,8,mesri
10.1016/j.jcp.2016.05.056,8,mesri
10.3390/cosmetics3040036,7,mesri
10.1007/978-3-030-61244-3_15,2,mesri
10.1007/978-3-319-52031-5_2,0,mesri
10.1038/s41467-021-20912-2,7,mesri
10.1007/978-981-15-3824-7_9,2,mesri
10.1016/j.toxrep.2020.12.014,0,mesri
10.1016/j.dci.2015.11.006,0,mesri
10.1007/s00191-020-00672-w,9,mesri
10.1016/j.jsurg.2017.06.010,7,mesri
10.1016/j.ymgmr.2019.100543,7,mesri
10.1016/j.acvd.2020.04.001,7,mesri
10.1126/scisignal.aad0848,0,mesri
10.1093/mnras/stab093,8,mesri
10.1111/jth.15278,7,mesri
10.1002/cbdv.201900424,0,mesri
10.1080/14737159.2019.1611426,7,mesri
10.1088/1361-6587/aa934f,8,mesri
10.1145/3291757.3291771,2,mesri
10.1063/5.0039134,8,mesri
10.1063/1.5121379,8,mesri
10.1093/mnras/staa3598,8,mesri
10.1117/12.2311869,8,mesri
10.1136/bjophthalmol-2021-319091,7,mesri
10.1051/0004-6361/201834721,3,mesri
10.1016/j.econlet.2020.109281,9,mesri
10.1051/0004-6361/201526465,3,mesri
10.2340/00015555-3727,7,mesri
10.1016/j.quaint.2020.06.038,5,mesri
10.1016/j.asr.2015.11.025,3,mesri
10.3389/fnhum.2018.00529,0,mesri
10.1145/3167132.3167440,7,mesri
10.1051/epjconf/201715205003,8,mesri
10.1016/j.apm.2016.06.033,3,mesri
10.1145/2851613.2851962,2,mesri
10.1111/pbi.13233,0,mesri
10.1038/s41598-020-62539-1,0,mesri
10.1016/j.annpat.2019.01.014,7,mesri
10.1051/cocv/2017012,6,mesri
10.1111/1744-7917.12705,0,mesri
10.1090/mcom/3447,6,mesri
10.1016/j.neuroimage.2021.118367,7,mesri
10.1007/978-3-319-90503-7_16,2,mesri
10.1051/0004-6361/201832989,3,mesri
10.1515/crelle-2016-0051,6,mesri
10.1126/sciadv.aap7528,3,mesri
10.1016/j.pestbp.2021.104822,0,mesri
10.1088/1475-7516/2020/09/018,8,mesri
10.1186/s13613-021-00876-8,7,mesri
10.1016/j.cmet.2019.02.002,7,mesri
10.1093/ereh/hey022,5,mesri
10.1016/j.ijindorg.2016.12.002,0,mesri
10.1002/ejsp.2769,0,mesri
10.1002/minf.202000081,7,mesri
10.1021/acs.jmedchem.6b01803,7,mesri
10.1016/j.amp.2015.01.009,7,mesri
10.1007/s40879-019-00395-8,6,mesri
10.1016/j.respol.2020.104077,2,mesri
10.1016/j.mcp.2019.07.001,0,mesri
10.1021/acs.jpcc.5b11586,8,mesri
10.1007/978-3-319-43425-4_23,2,mesri
10.1016/j.chb.2020.106548,0,mesri
10.18632/oncotarget.14379,7,mesri
10.3390/md17040220,0,mesri
10.1051/0004-6361/201935809,8,mesri
10.1111/imm.12702,7,mesri
10.1093/mnras/sty2470,8,mesri
10.1002/slct.201702762,1,mesri
10.1007/978-3-319-94821-8_2,2,mesri
10.1016/j.jsames.2018.08.017,3,mesri
10.1111/1556-4029.14295,7,mesri
10.1007/s41114-020-00026-9,8,mesri
10.1016/j.sger.2016.07.005,7,mesri
10.1007/s00209-020-02515-7,6,mesri
10.1111/nan.12320,7,mesri
10.1093/mnras/stab1656,8,mesri
10.1051/0004-6361/201630220,8,mesri
10.1080/03605302.2017.1365267,6,mesri
10.1093/mnras/sty633,3,mesri
10.1016/j.jtbi.2017.06.030,0,mesri
10.1016/j.annonc.2020.12.012,7,mesri
10.3390/genes12010111,0,mesri
10.1016/j.enpol.2019.01.018,3,mesri
10.1038/s41467-019-14218-7,1,mesri
10.1093/mnras/stz2699,8,mesri
10.3389/fgene.2020.00557,0,mesri
10.1155/2020/3608315,7,mesri
10.1007/s11214-019-0608-8,3,mesri
10.1016/j.tetlet.2020.151725,1,mesri
10.3917/reof.164.0047,9,mesri
10.1016/j.marpetgeo.2016.07.006,3,mesri
10.1007/s40262-016-0431-2,1,mesri
10.1016/j.asoc.2018.01.026,2,mesri
10.1016/j.jhep.2017.08.005,7,mesri
10.1093/gji/ggx111,3,mesri
10.1186/s12915-020-00786-4,0,mesri
10.1016/j.cl.2018.05.004,2,mesri
10.3390/insects10100330,0,mesri
10.1126/science.aad8137,3,mesri
10.3917/sta.117.0167,5,mesri
10.1051/0004-6361/201628860,8,mesri
10.1016/j.ceca.2016.02.008,0,mesri
10.1080/09583157.2018.1540030,0,mesri
10.1007/s00191-020-00691-7,9,mesri
10.3847/1538-3881/ab88d3,3,mesri
10.1088/1741-2552/abc29b,7,mesri
10.1016/bs.mcb.2016.11.003,7,mesri
10.1177/1090198119889098,7,mesri
10.1038/s41598-019-46559-0,0,mesri
10.1007/s00220-019-03315-9,8,mesri
10.1038/s41467-020-14939-0,0,mesri
10.1021/acsomega.8b00871,1,mesri
10.1117/12.2547478,8,mesri
10.1111/jbfa.12372,2,mesri
10.1016/j.jinsphys.2017.04.002,0,mesri
10.1063/5.0041837,8,mesri
10.1016/j.jmaa.2017.02.026,6,mesri
10.1038/onc.2017.323,7,mesri
10.1016/j.jvir.2020.08.022,7,mesri
10.1016/j.quaint.2017.08.050,5,mesri
10.1098/rstb.2019.0378,0,mesri
10.1016/j.topol.2019.106975,6,mesri
10.1117/12.2220218,8,mesri
10.3390/cells8121623,7,mesri
10.1016/j.rmr.2021.05.002,7,mesri
10.1007/s10013-019-00376-0,2,mesri
10.3390/s21030828,2,mesri
10.1051/0004-6361/201732454,3,mesri
10.1111/eea.12871,0,mesri
10.1122/1.5048051,8,mesri
10.1126/sciadv.1601001,3,mesri
10.1051/0004-6361/201731494,8,mesri
10.3389/fmolb.2018.00113,0,mesri
10.1038/s41598-018-36138-0,7,mesri
10.1063/5.0017900,8,mesri
10.1016/j.annpat.2019.01.018,7,mesri
10.1080/17511321.2017.1341949,9,mesri
10.1111/rssc.12260,0,mesri
10.1002/jnr.24651,0,mesri
10.1016/bs.mcb.2018.10.011,0,mesri
10.1080/00036846.2017.1418075,9,mesri
10.1051/0004-6361/201527940,8,mesri
10.1093/mnras/stz2928,8,mesri
10.1007/978-3-319-54130-3_2,7,mesri
10.3390/genes11111347,0,mesri
10.1117/12.2537302,4,mesri
10.1007/s12079-018-0460-8,5,mesri
10.1051/0004-6361/201832974,3,mesri
10.3917/med.187.0051,7,mesri
10.1007/s11238-017-9588-x,2,mesri
10.1016/j.orl.2019.09.010,2,mesri
10.1136/bmjopen-2017-021032,7,mesri
10.1016/j.bbr.2019.112082,0,mesri
10.1145/3301326.3301354,2,mesri
10.32615/ps.2019.152,0,mesri
10.1007/s11255-017-1771-z,7,mesri
10.1136/bjsports-2020-103854,7,mesri
10.1051/0004-6361/201832720,8,mesri
10.1016/j.cropro.2020.105206,0,mesri
10.1145/3377323,2,mesri
10.1080/10556788.2017.1359266,2,mesri
10.1177/0003319717724275,7,mesri
10.1093/imammb/dqy005,7,mesri
10.18653/v1/e17-2041,2,mesri
10.1051/e3sconf/20161204004,3,mesri
10.1016/j.jvs.2018.10.048,7,mesri
10.1093/rheumatology/key308,7,mesri
10.1002/cssc.201800778,1,mesri
10.1051/0004-6361/201628589,3,mesri
10.1038/s41561-018-0183-8,3,mesri
10.3389/fnmol.2018.00232,7,mesri
10.3390/cancers11020250,7,mesri
10.1038/s41467-020-18978-5,0,mesri
10.1051/0004-6361/201833620,3,mesri
10.1016/j.jog.2019.101648,3,mesri
10.1016/j.antiviral.2017.01.008,7,mesri
10.1002/jez.b.22897,0,mesri
10.1051/0004-6361/201628099,3,mesri
10.1007/978-3-319-54130-3_8,7,mesri
10.1007/978-3-319-59448-4_32,2,mesri
10.3390/ijms22115873,7,mesri
10.1007/978-3-319-92408-3_10,2,mesri
10.3917/gs1.163.0235,7,mesri
10.1016/j.mito.2016.02.005,7,mesri
10.1063/1.4997608,8,mesri
10.3390/bios10090103,0,mesri
10.1016/j.jaci.2021.01.027,7,mesri
10.1016/j.soard.2017.09.001,7,mesri
10.1016/j.niox.2017.02.004,0,mesri
10.1111/bjd.17581,7,mesri
10.1111/joim.12614,7,mesri
10.1051/0004-6361/201834996,3,mesri
10.37236/6921,6,mesri
10.3917/lang.212.0035,5,mesri
10.1126/sciimmunol.abh1516,7,mesri
10.1038/s41598-021-82803-2,3,mesri
10.1007/978-3-319-72150-7_73,2,mesri
10.1016/j.apergo.2015.12.007,7,mesri
10.1007/978-3-319-67540-4_2,0,mesri
10.1016/j.jagp.2020.01.011,0,mesri
10.1051/0004-6361/201731248,8,mesri
10.1016/j.canlet.2017.10.039,7,mesri
10.1098/rspb.2016.2353,0,mesri
10.1063/1.5092693,8,mesri
10.1145/3184558.3192294,4,mesri
10.1117/12.2306777,4,mesri
10.1016/j.psychsport.2017.02.006,0,mesri
10.1182/bloodadvances.2018027508,7,mesri
10.1016/j.enbuild.2016.04.006,8,mesri
10.1007/s00531-016-1410-4,3,mesri
10.1080/07362994.2019.1696211,6,mesri
10.1016/j.ejca.2019.08.026,7,mesri
10.5220/0006572000890096,2,mesri
10.3390/universe4050062,8,mesri
10.1016/j.asr.2016.11.041,3,mesri
10.1177/0017896920919777,7,mesri
10.1016/j.quaint.2016.02.026,3,mesri
10.1140/epjp/i2019-12967-4,8,mesri
10.1007/s00134-018-5086-z,7,mesri
10.1021/acs.jpca.9b11864,8,mesri
10.1038/s41598-017-14822-x,7,mesri
10.18632/oncotarget.12013,7,mesri
10.1016/j.ab.2018.12.002,0,mesri
10.1117/12.2308231,8,mesri
10.1016/j.rcot.2019.08.007,7,mesri
10.1016/j.sger.2016.07.004,7,mesri
10.1016/j.optcom.2016.07.060,8,mesri
10.3390/antiox10060880,0,mesri
10.1021/acsphotonics.0c00708,8,mesri
10.1016/j.jas.2016.07.011,5,mesri
10.3847/1538-4365/aa8992,8,mesri
10.1155/2018/1908065,7,mesri
10.1016/j.jtherbio.2021.102935,0,mesri
10.1111/pai.12870,7,mesri
10.1093/mnrasl/slz156,3,mesri
10.1016/j.matbio.2018.02.022,0,mesri
10.1021/acs.jpca.7b04474,8,mesri
10.1111/codi.14883,7,mesri
10.1093/hmg/ddx060,7,mesri
10.1016/j.rehab.2017.09.004,7,mesri
10.1016/j.nmd.2017.06.010,7,mesri
10.1016/j.gca.2016.09.010,3,mesri
10.1007/s00205-018-1313-6,8,mesri
10.1084/jem.20150983,7,mesri
10.1007/978-3-319-93873-8_11,6,mesri
10.3847/1538-3881/aa91d7,8,mesri
10.1186/s40623-021-01546-6,8,mesri
10.1126/science.abc7239,0,mesri
10.5802/aif.3078,6,mesri
10.7150/thno.38346,7,mesri
10.3847/1538-4357/ab20cb,8,mesri
10.1117/12.2562787,8,mesri
10.1111/his.14021,7,mesri
10.1051/0004-6361/201628266,8,mesri
10.1127/entomologia/2019/0887,0,mesri
10.1002/asna.201913642,8,mesri
10.1080/10428194.2018.1468893,7,mesri
10.1007/164_2018_115,7,mesri
10.1126/science.aaz6306,0,mesri
10.1016/j.radonc.2018.08.008,7,mesri
10.3390/w12113180,3,mesri
10.2119/molmed.2016.00229,7,mesri
10.1140/epje/i2019-11905-9,3,mesri
10.1088/1755-1315/154/1/012009,3,mesri
10.1088/1361-6528/abb72b,8,mesri
10.1007/s00446-016-0274-y,2,mesri
10.1051/0004-6361/201629387,8,mesri
10.1016/j.jenvp.2020.101410,0,mesri
10.1007/s12079-018-0472-4,5,mesri
10.1177/0042098018783870,3,mesri
10.1016/j.jbiomech.2017.09.044,7,mesri
10.1016/j.icarus.2018.09.032,3,mesri
10.1017/9781108644181,2,mesri
10.1016/j.bpj.2017.02.032,0,mesri
10.1016/j.medmal.2019.07.008,7,mesri
10.1111/jnc.13945,7,mesri
10.1016/j.bulcan.2016.11.001,7,mesri
10.1016/j.jsc.2018.06.015,6,mesri
10.1016/j.biocontrol.2018.12.006,0,mesri
10.3390/genes8100248,0,mesri
10.1051/medsci/20173303007,7,mesri
10.1093/rheumatology/kez425,7,mesri
10.1007/s11695-018-3143-x,7,mesri
10.1007/s11864-019-0664-z,7,mesri
10.1016/j.ecolind.2017.07.063,0,mesri
10.1111/jpet.12358,9,mesri
10.1127/njgpa/2017/0646,3,mesri
10.3390/toxins11110629,7,mesri
10.3389/fpsyg.2017.01523,0,mesri
10.1111/nph.16157,0,mesri
10.1016/j.cub.2018.05.091,0,mesri
10.1007/978-3-319-47754-1_9,4,mesri
10.1038/srep26388,0,mesri
10.3390/jcm10092032,7,mesri
10.1007/978-981-15-5436-0_3,3,mesri
10.1016/j.pdpdt.2017.01.181,7,mesri
10.1007/s00414-020-02251-x,7,mesri
10.1007/978-3-030-05831-9_8,7,mesri
10.1186/s13027-020-0274-1,7,mesri
10.3997/1873-0604.2016053,3,mesri
10.1080/17470919.2017.1415969,9,mesri
10.1038/s41598-018-34185-1,0,mesri
10.1093/mnras/stab857,8,mesri
10.1051/0004-6361/202038517,3,mesri
10.1002/smj.3133,2,mesri
10.1021/acs.jpcc.7b02887,1,mesri
10.1051/0004-6361/202038327,3,mesri
10.1002/9781119706960.ch2,3,mesri
10.1016/j.spmi.2016.08.038,8,mesri
10.1007/s13219-016-0165-6,5,mesri
10.1016/j.mam.2020.100922,7,mesri
10.1016/j.crte.2018.08.002,3,mesri
10.1007/s11238-019-09697-5,2,mesri
10.1016/j.ijfoodmicro.2016.03.020,0,mesri
10.1016/j.devcel.2018.05.012,0,mesri
10.1007/s00167-018-5006-3,7,mesri
10.1016/j.asr.2015.12.042,3,mesri
10.3390/s21041193,2,mesri
10.1007/978-3-319-67540-4_15,0,mesri
10.1590/0101-7438.2017.037.03.0525,2,mesri
10.1007/s11356-019-06445-8,0,mesri
10.3726/978-1-4539-1689-6,5,mesri
