sourceuca_source_id,sourceuca_doi,sourceuca_year,sourceuca_corresponding,sourceuca_all_authors,sourceuca_corresponding_normalized,sourceuca_title,sourceuca_journal_name,sourceuca_journal_issn_l,sourceuca_journal_is_oa,sourceuca_journal_is_in_doaj,sourceuca_is_oa_normalized,sourceuca_oa_status_normalized,sourceuca_oa_host_type_normalized,sourceuca_oa_repo_normalized,sourceuca_publisher_by_doiprefix,sourceuca_bso_classification_fr,sourceuca_funder
SCOPUS_ID:84977100881,10.1103/PhysRevE.93.061103,2016,,Krstulovic G.,non,Evolution of a superfluid vortex filament tangle driven by the Gross-Pitaevskii equation,Physical Review E,2470-0045,False,False,Accès ouvert,Green,Archive ouverte,"Hal,arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,Centre National de la Recherche Scientifique
SCOPUS_ID:84978708615,10.1214/15-EJS1055,2016,Baraud Y.|Laboratoire de Mathématiques J.A. Dieudonné,Baraud Y.,oui,Bounding the expectation of the supremum of an empirical process over a (weak) VC-major class,Electronic Journal of Statistics,1935-7524,True,True,Accès ouvert,Gold,Editeur et archive ouverte,"Hal,arXiv,Autres",Institute of Mathematical Statistics,Mathématiques,
SCOPUS_ID:84978379676,10.1002/2016JB012911,2016,,Sladen A.|Bletery Q.,non,A Bayesian source model for the 2004 great Sumatra-Andaman earthquake,Journal of Geophysical Research: Solid Earth,2169-9313,False,False,Accès ouvert,Green,Archive ouverte,"Hal,Autres",Wiley,"Sciences de la Terre, écologie, énergie et biologie appliquée","French National Research Agency (ANR) EPOST,Université Nice Sophia Antipolis,Centre National de la Recherche Scientifique (CNRS),California Institute of Technology"
SCOPUS_ID:84978544555,10.3847/0004-637X/825/2/127,2016,,Abe L.,non,HIGH-CONTRAST IMAGING OF INTERMEDIATE-MASS GIANTS WITH LONG-TERM RADIAL VELOCITY TRENDS,The Astrophysical Journal,0004-637X,False,False,Accès ouvert,Green,Archive ouverte,"arXiv,Autres",American Astronomical Society,Sciences physiques et astronomie,
SCOPUS_ID:84977085414,10.1140/epjp/i2016-16220-6,2016,Reinisch G.C.|Laboratoire Joseph-Louis Lagrange,Reinisch G.C.,oui,Role of nonlinearity in non-Hermitian quantum mechanics: Description of linear quantum electrodynamics from the nonlinear Schrödinger-Poisson equation,The European Physical Journal Plus,2190-5444,False,False,Accès fermé,Closed,Accès fermé,Autres,,Mathématiques,
SCOPUS_ID:84979021136,10.1094/PDIS-11-15-1331-RE,2016,,Esmenjaud D.,non,Identification of Meloidogyne Species from the Central Valley of Chile and Interaction with Stone Fruit Rootstocks,Plant Disease,0191-2917,False,False,Accès ouvert,Hybrid,Editeur,Autres,Scientific Societies,Biologie fondamentale,
SCOPUS_ID:84978387836,10.1172/JCI85265,2016,,Lambeau G.,non,Autoantibodies against thrombospondin type 1 domain–containing 7A induce membranous nephropathy,Journal of Clinical Investigation,0021-9738,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,Autres,American Society for Clinical Investigation,Recherche médicale,
SCOPUS_ID:84978954030,10.1088/2040-8978/18/7/07LT01,2016,,Residori S.,non,Nonlocal soliton scattering in random potentials,Journal of Optics,2040-8978,False,False,Accès fermé,Closed,Accès fermé,Autres,IOP Publishing,Sciences physiques et astronomie,Suomen Akatemia
SCOPUS_ID:84978371465,10.1103/PhysRevB.94.024106,2016,,Vézian S.,non,Superconductivity in the ferromagnetic semiconductor samarium nitride,Physical Review B,2469-9950,False,False,Accès ouvert,Green,Archive ouverte,arXiv,American Physical Society (APS),Sciences physiques et astronomie,"Alexander von Humboldt-Stiftung,Victoria University of Wellington"
SCOPUS_ID:84978435483,10.1158/0008-5472.CAN-15-3110,2016,,Pages G.,non,Systematic Analysis of AU-Rich Element Expression in Cancer Reveals Common Functional Clusters Regulated by Key RNA-Binding Proteins,Cancer Research,0008-5472,False,False,Accès ouvert,Green,Archive ouverte,Autres,American Association for Cancer Research (AACR),Recherche médicale,
SCOPUS_ID:84978967787,10.4153/CMB-2016-003-1,2016,Dimca A.|Laboratoire de Mathématiques J.A. Dieudonné,Dimca A.,oui,The Poincaré–Deligne Polynomial of Milnor Fibers of Triple Point Line Arrangements is Combinatorially Determined,Canadian Mathematical Bulletin,0008-4395,False,False,Accès ouvert,Green,Archive ouverte,arXiv,Canadian Mathematical Society,Mathématiques,
SCOPUS_ID:84978544506,10.1364/OL.41.003010,2016,,Tredicce J.R.,non,Extreme events and crises observed in an all-solid-state laser with modulation of losses,Optics Letters,0146-9592,False,False,Accès ouvert,Hybrid,Editeur,Autres,The Optical Society,Sciences physiques et astronomie,"Air Force Office of Scientific Research (AFOSR),Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET)"
SCOPUS_ID:84978643568,10.1016/j.exppara.2016.06.013,2016,,da Silva F.L.,non,A Plasmodium falciparum S33 proline aminopeptidase is associated with changes in erythrocyte deformability,Experimental Parasitology,0014-4894,False,False,Accès ouvert,Green,Archive ouverte,Autres,Elsevier BV,Biologie fondamentale,"National Health & Medical Research Council of Australia,Australia Research Council"
SCOPUS_ID:84978488727,10.1249/MSS.0000000000001039,2016,,Morin J.B.|Brisswalter J.,non,Sprint Acceleration Mechanics in Masters Athletes,Medicine & Science in Sports & Exercise,0195-9131,False,False,Accès fermé,Closed,Accès fermé,Autres,Ovid Technologies (Wolters Kluwer Health),Biologie fondamentale,
SCOPUS_ID:84978431662,10.3847/0004-6256/152/1/27,2016,,Abe L.|Suarez O.|Bendjoya P.|Rivet J.P.,non,THE NEW ECLIPSING CV MASTER OTJ192328.22+612413.5—A POSSIBLE SW SEXTANTIS STAR,The Astronomical Journal,0004-6256,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,"arXiv,Autres",American Astronomical Society,"Sciences de la Terre, écologie, énergie et biologie appliquée",
SCOPUS_ID:84978204356,10.1113/JP272283,2016,,Hureau T.J.|Blain G.M.,non,Group III/IV muscle afferents limit the intramuscular metabolic perturbation during whole body exercise in humans,The Journal of Physiology,0022-3751,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,Autres,Wiley,Biologie fondamentale,"NIH Heart, Lung, and Blood Institute,Veterans Affairs Rehabilitation Research and Development Merit,Spire,Senior Research Career Scientist,French Ministry of Higher Education"
SCOPUS_ID:84978388124,10.3847/0004-637X/824/2/101,2016,,Miguel Y.,non,THE MUSCLES TREASURY SURVEY. II. INTRINSIC LY<i>α</i>AND EXTREME ULTRAVIOLET SPECTRA OF K AND M DWARFS WITH EXOPLANETS,The Astrophysical Journal,0004-637X,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,"arXiv,Autres",American Astronomical Society,Sciences physiques et astronomie,
SCOPUS_ID:84977085592,10.1002/2015JB012633,2016,De Barros L.|Le Laboratoire Géoazur,De Barros L.|Rivet D.,oui,"Fault structure, stress, or pressure control of the seismicity in shale? Insights from a controlled experiment of fluid-induced fault reactivation",Journal of Geophysical Research: Solid Earth,2169-9313,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,"Hal,Autres",Wiley,"Sciences de la Terre, écologie, énergie et biologie appliquée","TOTAL Company,ADEME (French Agency of Environment and Energy)"
SCOPUS_ID:84977643488,10.1128/CVI.00205-16,2016,,Czerkinsky C.,non,Circulating Gut-Homing (α 4 β 7 + ) Plasmablast Responses against Shigella Surface Protein Antigens among Hospitalized Patients with Diarrhea,Clinical and Vaccine Immunology,1556-679X,True,False,Accès ouvert,Gold,Editeur et archive ouverte,Autres,American Society for Microbiology,Recherche médicale,
SCOPUS_ID:84978045077,10.1094/MPMI-01-16-0015-R,2016,,De Almeida Engler J.,non,Poplar–Root Knot Nematode Interaction: A Model for Perennial Woody Species,Molecular Plant-Microbe Interactions®,0894-0282,False,False,Accès ouvert,Hybrid,Editeur,Autres,Scientific Societies,Biologie fondamentale,
SCOPUS_ID:84977588701,10.1364/OE.24.014483,2016,,Jullien A.|Bortolozzo U.|Residori S.,non,Continuously tunable femtosecond delay-line based on liquid crystal cells,Optics Express,1094-4087,True,True,Accès ouvert,Gold,Editeur et archive ouverte,"Hal,Autres",The Optical Society,Sciences physiques et astronomie,Agence Nationale de la Recherche (ANR)
SCOPUS_ID:84980523650,10.1158/0008-5472.CAN-15-3376,2016,,LeFloch R.|Giuliano S.|Pouyssegur J.,non,Genetic Disruption of the Multifunctional CD98/LAT1 Complex Demonstrates the Key Role of Essential Amino Acid Transport in the Control of mTORC1 and Tumor Growth,Cancer Research,0008-5472,False,False,Accès fermé,Closed,Accès fermé,Autres,American Association for Cancer Research (AACR),Recherche médicale,
SCOPUS_ID:84981742861,10.3233/JAD-160238,2016,David R.|Cognition Behaviour Technology,David R.|Manera V.|Fabre R.|Robert P.|Tifratene K.,oui,Evolution of the Antidepressant Prescribing in Alzheimer’s Disease and Related Disorders Between 2010 and 2014: Results from the French National Database on Alzheimer’s Disease (BNA),Journal of Alzheimer's Disease,1387-2877,False,False,Accès fermé,Closed,Accès fermé,Autres,IOS Press,Recherche médicale,
SCOPUS_ID:84979966616,10.1103/PhysRevLett.117.053903,2016,,Bortolozzo U.|Residori S.,non,Berry Phase of Light under Bragg Reflection by Chiral Liquid-Crystal Media,Physical Review Letters,0031-9007,False,False,Accès ouvert,Green,Archive ouverte,"arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,Fondo Nacional de Desarrollo Científico y Tecnológico
SCOPUS_ID:84981245036,10.1109/TAP.2016.2572227,2016,,Nguyen N.T.,non,Improvement of the Scanning Performance of the Extended Hemispherical Integrated Lens Antenna Using a Double Lens Focusing System,IEEE Transactions on Antennas and Propagation,0018-926X,False,False,Accès fermé,Closed,Accès fermé,Autres,Institute of Electrical and Electronics Engineers (IEEE),Informatique et sciences de l'information,"Research Networking Program ‘Newfocus’,European Science Foundation,FUI Program (radar ACC project),HPC resources of GENCI"
SCOPUS_ID:84981180089,10.12871/0021857201614,2016,Amdouni T.|Institut de Chimie de Nice,Amdouni T.|Merck F.|Fernandez X.,oui,Phenolic compounds and antioxidant activities of the medicinal plant Ruta chalepensis L. grown under saline conditions,Agrochimica,0002-1857,False,False,Accès fermé,Closed,Accès fermé,Autres,Pisa University Press,Biologie fondamentale,
SCOPUS_ID:84979582064,10.1042/BSR20160107,2016,,Bailly-Maître B.,non,Involvement of matrix metalloproteinases (MMPs) and inflammasome pathway in molecular mechanisms of fibrosis,Bioscience Reports,0144-8463,True,True,Accès ouvert,Gold,Editeur et archive ouverte,Autres,Portland Press Ltd.,Biologie fondamentale,
SCOPUS_ID:84983247356,10.1103/PhysRevA.94.023820,2016,,Genevet P.,non,Controlling electromagnetic fields at boundaries of arbitrary geometries,Physical Review A,2469-9926,False,False,Accès ouvert,Green,Archive ouverte,"Hal,arXiv",American Physical Society (APS),Sciences physiques et astronomie,"Science and Engineering Research Council,European Research Council"
SCOPUS_ID:84979889720,10.1016/S0007-4551(16)30138-2,2016,,L'Allemain G.,non,État de l'art,Bulletin du Cancer,0007-4551,False,False,Accès fermé,Closed,Accès fermé,Autres,Elsevier BV,Recherche médicale,
SCOPUS_ID:84982190047,10.1103/PhysRevLett.117.064101,2016,,Kuhl U.,non,Microwave Realization of the Gaussian Symplectic Ensemble,Physical Review Letters,0031-9007,False,False,Accès ouvert,Green,Archive ouverte,"arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,"Deutsche Forschungsgemeinschaft,Leverhulme Trust"
SCOPUS_ID:84979645497,10.7554/eLife.16988,2016,,Vanni S.|Magdeleine M.|Gautier R.|Barelli H.|Antonny B.|Gounon P.,non,A filter at the entrance of the Golgi that selects vesicles according to size and bulk lipid composition,eLife,2050-084X,True,True,Accès ouvert,Gold,Editeur et archive ouverte,Autres,"eLife Sciences Publications, Ltd",Biologie fondamentale,"Agence Nationale de la Recherche,European Research Council,Conseil Départemental des Alpes Maritimes"
SCOPUS_ID:84983364672,10.1093/mnras/stw1160,2016,,Crida A.|Szulágyi J.|Lega E.|Guillot T.|Morbidelli A.,non,Circumplanetary disc or circumplanetary envelope?,Monthly Notices of the Royal Astronomical Society,0035-8711,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,"arXiv,Autres",Oxford University Press (OUP),Sciences physiques et astronomie,
SCOPUS_ID:84979984673,10.1051/0004-6361/201628658,2016,,Toliou A.|Morbidelli A.,non,Magnitude and timing of the giant planet instability: A reassessment from the perspective of the asteroid belt,Astronomy & Astrophysics,0004-6361,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,"arXiv,Autres",EDP Sciences,"Sciences de la Terre, écologie, énergie et biologie appliquée",
SCOPUS_ID:84982731665,10.3847/2041-8205/826/1/L13,2016,,Regimbau T.|Fournier J.D.|Coulon J.P.|Heitmann H.|Dereli H.|Turconi M.|Gendre B.|Wei L.W.|Siellez K.|Merzougui M.|Kéfélian F.|Laugier R.|Cleva F.|Martellini L.|Boer M.|Pichot M.|Vinet J.Y.|Brillet A.|Bogaert G.|Man N.,non,LOCALIZATION AND BROADBAND FOLLOW-UP OF THE GRAVITATIONAL-WAVE TRANSIENT GW150914,The Astrophysical Journal,2041-8205,False,False,Accès ouvert,Green,Archive ouverte,"arXiv,Autres",American Astronomical Society,Sciences physiques et astronomie,
SCOPUS_ID:84981723077,10.1109/TGRS.2016.2585201,2016,,Flamary R.|Barlaud M.,non,Nonconvex Regularization in Remote Sensing,IEEE Transactions on Geoscience and Remote Sensing,0196-2892,False,False,Accès ouvert,Green,Archive ouverte,"Hal,arXiv,Autres",Institute of Electrical and Electronics Engineers (IEEE),"Sciences de la Terre, écologie, énergie et biologie appliquée",Swiss National Science Foundation
SCOPUS_ID:84983483068,10.1103/PhysRevE.94.023109,2016,,Raufaste C.|Haudin F.|Bouret Y.|Argentina M.|Noblin X.,non,Bubble dynamics inside an outgassing hydrogel confined in a Hele-Shaw cell,Physical Review E,2470-0045,False,False,Accès ouvert,Green,Archive ouverte,Hal,American Physical Society (APS),Sciences physiques et astronomie,Agence Nationale de la Recherche
SCOPUS_ID:84981719404,10.3233/JAD-160268,2016,,Manera V.|König A.|Sacco G.|Ben-Sadoun G.|Bourgeois J.|Robert P.|D'Arripe-Longueville F.|Bremond F.,non,"Physical and Cognitive Stimulation Using an Exergame in Subjects with Normal Aging, Mild and Moderate Cognitive Impairment",Journal of Alzheimer's Disease,1387-2877,False,False,Accès fermé,Closed,Accès fermé,Autres,IOS Press,Recherche médicale,
SCOPUS_ID:84982152556,10.1103/PhysRevLett.117.073002,2016,,Guerin W.|Araújo M.O.|Kaiser R.,non,Superradiance in a Large and Dilute Cloud of Cold Atoms in the Linear-Optics Regime,Physical Review Letters,0031-9007,False,False,Accès ouvert,Green,Archive ouverte,"Hal,arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,"Centre National de la Recherche Scientifique,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,Conselho Nacional de Desenvolvimento Científico e Tecnológico,University of Strathclyde,Leverhulme Trust,French Agence National pour la Recherche,European Research Executive Agency"
SCOPUS_ID:84979736008,10.1142/S0217751X16501207,2016,,Grandou T.,non,Casimir operator dependences of nonperturbative fermionic QCD amplitudes,International Journal of Modern Physics A,0217-751X,False,False,Accès ouvert,Green,Archive ouverte,arXiv,World Scientific Pub Co Pte Ltd,Sciences physiques et astronomie,"CNRS,Schwinger foundation,K.I.T."
SCOPUS_ID:84980334605,10.1134/S1560354716040031,2016,Stolovitch L.|Laboratoire de Mathématiques J.A. Dieudonné,Stolovitch L.,oui,Holomorphic normal form of nonlinear perturbations of nilpotent vector fields,Regular and Chaotic Dynamics,1468-4845,False,False,Accès ouvert,Green,Archive ouverte,"Hal,arXiv",Pleiades Publishing Ltd,Mathématiques,
SCOPUS_ID:84983470314,10.1016/j.cbpb.2016.08.001,2016,,Ruberto A.A.,non,"Purification and properties of glycerol-3-phosphate dehydrogenase from the liver of the hibernating ground squirrel, Urocitellus richardsonii",Comparative Biochemistry and Physiology Part B: Biochemistry and Molecular Biology,1096-4959,False,False,Accès fermé,Closed,Accès fermé,Autres,Elsevier BV,Biologie fondamentale,Natural Sciences and Engineering Research Council of Canada
SCOPUS_ID:84982162242,10.1109/TKDE.2016.2562627,2016,,Huet F.|Rochas J.|El Beze L.E.,non,K Nearest Neighbour Joins for Big Data on MapReduce: A Theoretical and Experimental Analysis,IEEE Transactions on Knowledge and Data Engineering,1041-4347,False,False,Accès ouvert,Green,Archive ouverte,Hal,Institute of Electrical and Electronics Engineers (IEEE),Informatique et sciences de l'information,"INRIA,CNRS,RENATER"
SCOPUS_ID:85018892907,10.3233/AAC-170015,2017,,Gandon F.|Villata S.|Cabrio E.,non,Emotions and personality traits in argumentation: An empirical evaluation1,Argument &amp; Computation,1946-2174,False,False,Accès fermé,Closed,Accès fermé,Autres,IOS Press,Sciences humaines,
SCOPUS_ID:85018881639,10.3233/WEB-170356,2017,,Faron Zucker C.,non,Overlapping community detection and temporal analysis on Q&A sites,Web Intelligence,2405-6456,False,False,Accès ouvert,Green,Archive ouverte,Hal,IOS Press,Informatique et sciences de l'information,
SCOPUS_ID:85018868805,10.1109/JSAC.2017.2659579,2017,,Altman E.,non,Competitive Selection of Ephemeral Relays in Wireless Networks,IEEE Journal on Selected Areas in Communications,0733-8716,False,False,Accès ouvert,Green,Archive ouverte,"Hal,arXiv",Institute of Electrical and Electronics Engineers (IEEE),Informatique et sciences de l'information,
SCOPUS_ID:85018703882,10.1172/JCI89401,2017,,Garibaldi M.|Puma A.|Sacconi S.,non,Estrogens enhance myoblast differentiation in facioscapulohumeral muscular dystrophy by antagonizing DUX4 activity,Journal of Clinical Investigation,0021-9738,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,Autres,American Society for Clinical Investigation,Recherche médicale,
SCOPUS_ID:85020273817,10.3233/HSM-171641,2017,Mtar K.|UCA (affiliation),Mtar K.,oui,Eco-label effects on French manufacturing firms’ performance,Human Systems Management,0167-2533,False,False,Accès fermé,Closed,Accès fermé,Autres,IOS Press,Informatique et sciences de l'information,
SCOPUS_ID:85018528618,10.1109/JSTSP.2017.2671789,2017,,Richard C.,non,Multitask Diffusion Adaptation Over Networks With Common Latent Representations,IEEE Journal of Selected Topics in Signal Processing,1932-4553,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,"Hal,arXiv,Autres",Institute of Electrical and Electronics Engineers (IEEE),Informatique et sciences de l'information,"Natural Science Foundation of China,Agence Nationale pour la Recherche, France,National Science Foundation"
SCOPUS_ID:85020635037,10.1097/MD.0000000000006889,2017,,Viau P.|Razzouk-Cadet M.|Grangeon-Chapon C.|Nivaggioni G.|Chardin D.|Butori C.|Padovani B.,non,False positive 18FDG PET-CT results due to exogenous lipoid pneumonia secondary to oily drug inhalation,Medicine,0025-7974,True,True,Accès ouvert,Gold,Editeur et archive ouverte,Autres,Ovid Technologies (Wolters Kluwer Health),Recherche médicale,
SCOPUS_ID:85020702284,10.1161/CIRCULATIONAHA.116.027152,2017,,Amedro P.,non,How Pregnancy Impacts Adult Cyanotic Congenital Heart Disease,Circulation,0009-7322,False,False,Accès ouvert,Bronze,Editeur,Autres,Ovid Technologies (Wolters Kluwer Health),Recherche médicale,
SCOPUS_ID:85018517607,10.1056/NEJMoa1607017,2017,,Lacour J.P.,non,Risankizumab versus Ustekinumab for Moderate-to-Severe Plaque Psoriasis,New England Journal of Medicine,0028-4793,False,False,Accès fermé,Closed,Accès fermé,Autres,Massachusetts Medical Society,Recherche médicale,
SCOPUS_ID:85020435424,10.1097/DAD.0000000000000696,2017,,Dadone B.|Pedeutour F.,non,Congenital Infantile Fibrosarcoma Associated With a Lipofibromatosis-Like Component: One Train May Be Hiding Another,The American Journal of Dermatopathology,0193-1091,False,False,Accès fermé,Closed,Accès fermé,Autres,Ovid Technologies (Wolters Kluwer Health),Recherche médicale,
SCOPUS_ID:85020432777,10.1109/TGRS.2017.2697453,2017,,Tarabalka Y.|Maggiori E.|Alliez P.,non,Recurrent Neural Networks to Correct Satellite Image Classification Maps,IEEE Transactions on Geoscience and Remote Sensing,0196-2892,False,False,Accès ouvert,Green,Archive ouverte,"Hal,arXiv",Institute of Electrical and Electronics Engineers (IEEE),Informatique et sciences de l'information,
SCOPUS_ID:85017572330,10.2118/173309-PA,2017,,Masson R.,non,Implementation of a Vertex-Centered Method Inside an Industrial Reservoir Simulator: Practical Issues and Comprehensive Comparison With Corner-Point Grids and Perpendicular-Bisector-Grid Models on a Field Case,SPE Journal,1086-055X,False,False,Accès fermé,Closed,Accès fermé,Autres,Society of Petroleum Engineers (SPE),"Sciences de la Terre, écologie, énergie et biologie appliquée",
SCOPUS_ID:85020915572,10.1109/TNSM.2017.2677778,2017,,Altman E.,non,User Association and Resource Allocation Optimization in LTE Cellular Networks,IEEE Transactions on Network and Service Management,1932-4537,False,False,Accès ouvert,Green,Archive ouverte,Hal,Institute of Electrical and Electronics Engineers (IEEE),Informatique et sciences de l'information,
SCOPUS_ID:85019266888,10.1142/S0218271817300191,2017,,Kovacevic M.|Aimuratov Y.|Karlica M.,non,The cosmic matrix in the 50th anniversary of relativistic astrophysics,International Journal of Modern Physics D,0218-2718,False,False,Accès fermé,Closed,Accès fermé,Autres,World Scientific Pub Co Pte Ltd,Sciences physiques et astronomie,
SCOPUS_ID:84984918708,10.1103/PhysRevD.94.042002,2016,,Regimbau T.|Fournier J.D.|Coulon J.P.|Heitmann H.|Turconi M.|Wei L.W.|Merzougui M.|Kéfélian F.|Cleva F.|Martellini L.|Boer M.|Pichot M.|Vinet J.Y.|Brillet A.|Bogaert G.|Man N.,non,Comprehensive all-sky search for periodic gravitational waves in the sixth science run LIGO data,Physical Review D,2470-0010,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,"arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,"National Science Foundation,Science and Technology Facilities Council,Australian Research Council,Instituto Nazionale di Fisica Nucleare,Centre National de la Recherche Scientifique,Science and Engineering Research Board,European Commission,Országos Tudományos Kutatási Alapprogramok,National Research Foundation of Korea,Industry Canada,Ontario Ministry of Economic Development and Innovation,Leverhulme Trust,Ministry of Science and Technology,Kavli Foundation,MPS España,Royal Society,Scottish Funding Council,Ministerio de Economía y Competitividad,Ministry of Human Resource Development,Fundação de Amparo à Pesquisa do Estado de São Paulo,Russian Foundation for Basic Research,Narodowe Centrum Nauki,Canadian Institute for Advanced Research,Natural Sciences and Engineering Research Council of Canada,Scottish Universities Physics Alliance,Max-Planck-Society (MPS),State of Niedersachsen,Conselleria d’Economia i Competitivitat and Conselleria d’Educació,Govern de les Illes Balears,Lyon Institute of Origins,Brazilian Ministry of Science, Technology, and Innovation"
SCOPUS_ID:84986296619,10.1190/GEO2016-0052.1,2016,,Miniussi A.|Operto S.,non,Fast 3D frequency-domain full-waveform inversion with a parallel block low-rank multifrontal direct solver: Application to OBC data from the North Sea,GEOPHYSICS,0016-8033,False,False,Accès fermé,Closed,Accès fermé,Autres,,Inconnu,
SCOPUS_ID:84987673646,10.1364/OL.41.003992,2016,,Michel C.,non,Decoupled polarization dynamics of incoherent waves and bimodal spectral incoherent solitons,Optics Letters,0146-9592,False,False,Accès ouvert,Green,Archive ouverte,Autres,The Optical Society,Sciences physiques et astronomie,"Agence Nationale de la Recherche (ANR),Labex ACTION,European Research Council (ERC)"
SCOPUS_ID:84984892557,10.1051/0004-6361/201629026,2016,Martinez P.|Laboratoire Joseph-Louis Lagrange,Martinez P.|Janin-Potiron P.,oui,Laser-guide-stars used for cophasing broad capture ranges,Astronomy & Astrophysics,0004-6361,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,"arXiv,Autres",EDP Sciences,Sciences physiques et astronomie,
SCOPUS_ID:84987602375,10.1364/AO.55.007068,2016,,Fanteï-Caujolle Y.|Blary F.|Borgnino J.|Ziad A.|Chabé J.,non,"Optical turbulence in confined media: part I, the indoor turbulence sensor instrument",Applied Optics,0003-6935,False,False,Accès fermé,Closed,Accès fermé,Autres,The Optical Society,Sciences physiques et astronomie,Thales Alenia Space
SCOPUS_ID:84985998639,10.1103/PhysRevB.94.054525,2016,,Michon A.,non,Incipient Berezinskii-Kosterlitz-Thouless transition in two-dimensional coplanar Josephson junctions,Physical Review B,2469-9950,False,False,Accès ouvert,Green,Archive ouverte,"Hal,arXiv",American Physical Society (APS),Sciences physiques et astronomie,"Stiftelsen för Strategisk Forskning,Seventh Framework Programme"
SCOPUS_ID:84985905146,10.1158/1535-7163.MCT-15-0850,2016,,Pagès G.,non,ERK1 as a Therapeutic Target for Dendritic Cell Vaccination against High-Grade Gliomas,Molecular Cancer Therapeutics,1535-7163,False,False,Accès ouvert,Green,Archive ouverte,Autres,American Association for Cancer Research (AACR),Recherche médicale,Deutsche Forschungsgemeinschaft
SCOPUS_ID:84984963156,10.17660/ActaHortic.2016.1137.14,2016,,Poncet C.,non,Insights into the ecological control of pests in horticulture,Acta Horticulturae,0567-7572,False,False,Accès fermé,Closed,Accès fermé,Autres,,Inconnu,
SCOPUS_ID:84987849527,10.1172/JCI86387,2016,,Bertero T.|Pisano S.|Gaggioli C.,non,Vascular stiffness mechanoactivates YAP/TAZ-dependent glutaminolysis to drive pulmonary hypertension,Journal of Clinical Investigation,0021-9738,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,Autres,American Society for Clinical Investigation,Recherche médicale,
SCOPUS_ID:84983732315,10.1134/S0001434616070270,2016,Balzin E.R.|Laboratoire de Mathématiques J.A. Dieudonné,Balzin E.R.,oui,"Derived sections, factorization algebras, and Deligne conjecture",Mathematical Notes,0001-4346,False,False,Accès fermé,Closed,Accès fermé,Autres,Pleiades Publishing Ltd,Mathématiques,
SCOPUS_ID:84987846214,10.3847/0004-637X/828/1/2,2016,,Abe L.,non,CONSTRAINING THE MOVEMENT OF THE SPIRAL FEATURES AND THE LOCATIONS OF PLANETARY BODIES WITHIN THE AB AUR SYSTEM,The Astrophysical Journal,0004-637X,False,False,Accès ouvert,Green,Archive ouverte,"arXiv,Autres",American Astronomical Society,"Sciences de la Terre, écologie, énergie et biologie appliquée",
SCOPUS_ID:84985904843,10.1051/eas/1678009,2016,,Fillatre L.|Lepiller D.,non,Processing Solutions for Big Data in Astronomy,EAS Publications Series,1633-4760,False,False,Accès fermé,Closed,Accès fermé,Autres,EDP Sciences,Ingénierie,
SCOPUS_ID:84985912266,10.1051/eas/1678012,2016,,Mary D.|Bigot L.,non,Overcoming the stellar noise barrier for the detection of telluric exoplanets: an approach based on hydrodynamical simulations,EAS Publications Series,1633-4760,False,False,Accès fermé,Closed,Accès fermé,Autres,EDP Sciences,Ingénierie,
SCOPUS_ID:84983560213,10.4310/CMS.2016.v14.n6.a10,2016,,Junca S.,non,Eulerian and Lagrangian formulations in $BV^s$ for gas-solid chromatography,Communications in Mathematical Sciences,1539-6746,False,False,Accès ouvert,Green,Archive ouverte,Hal,,Inconnu,
SCOPUS_ID:84990961081,10.1103/PhysRevD.94.064038,2016,,Minazzoli O.,non,Dilatons with intrinsic decouplings,Physical Review D,2470-0010,False,False,Accès ouvert,Green,Archive ouverte,arXiv,American Physical Society (APS),Sciences physiques et astronomie,
SCOPUS_ID:84990986103,10.1093/imanum/drv066,2016,,Goudon T.,non,Efficient numerical calculation of drift and diffusion coefficients in the diffusion approximation of kinetic equations,IMA Journal of Numerical Analysis,0272-4979,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,"arXiv,Autres",Oxford University Press (OUP),Sciences physiques et astronomie,"Agence Nationale de la Recherche,Engineering and Physical Sciences Research Council of the UK,Spanish project,Royal Society (Wolfson Research Merit Award),Engineering and Physical Sciences Research Council of the UK,RCUK"
