source_doi,published-print-date,is-referenced-by-count,funder,published-online-date,journal-published-print-date
10.1002/cssc.202001661,2020.0,4.0,Conseil Régional Provence-Alpes-Côte d'Azur,2020.0,2020.0
10.1029/2020JB019946,2020.0,4.0,"Consejo Nacional de Ciencia y Tecnología, Paraguay,Fondo Nacional de Desarrollo Científico, Tecnológico y de Innovación Tecnológica,Comisión Nacional de Investigación Científica y Tecnológica",2020.0,2020.0
10.1007/s00441-020-03270-1,2021.0,5.0,"Narodowe Centrum Nauki,Institute of Molecular and Cell Biology",2020.0,2021.0
10.1088/1475-7516/2020/09/018,,7.0,,2020.0,
10.1016/j.molmet.2020.101066,2020.0,3.0,"Karolinska Institute,European Union,National Agency for Research,Karolinska Institute,Swedish Research Council,Swedish Cancer Society,Swedish Diabetes Foundation,Novo Nordisk Foundation",,
10.3389/fpls.2020.01313,,10.0,,2020.0,
10.1093/cid/ciaa285,2021.0,18.0,"Centers for Disease Control and Prevention,National Center for Emerging and Zoonotic Infectious Diseases",2020.0,2021.0
10.7717/peerj.9405,,12.0,,2020.0,
10.1038/s41467-020-18411-x,2020.0,9.0,,2020.0,2020.0
10.1137/20M1313337,2020.0,9.0,"PHC Procope,Deutscher Akademischer Austauschdienst",2020.0,2020.0
10.3389/fphy.2020.00317,,16.0,"H2020 Research Infrastructures,National Aeronautics and Space Administration",2020.0,
10.1016/j.rmed.2020.106146,2020.0,15.0,,,
10.1038/s41419-020-02994-w,2020.0,11.0,Centre Scientifique de Monaco,2020.0,2020.0
10.1007/978-3-030-57855-8_2,2020.0,2.0,,2020.0,
10.1093/MNRAS/STAA181,2020.0,11.0,"California Institute of Technology,ARC,National Science Foundation,University of Minnesota",2020.0,2020.0
10.1029/2020GL088563,2020.0,7.0,"Agence Nationale de la Recherche,Seventh Framework Programme",2020.0,2020.0
10.1109/ICASSP40776.2020.9054510,2020.0,1.0,,,
10.1007/978-3-030-58150-3_32,2020.0,2.0,,2020.0,
10.3847/1538-4357/aba8f6,,8.0,"JSPS,Mt Cuba Foundation,the Grant-in-Aid for Scientific Research on Innovative Areas,NASA XRP",2020.0,
10.1177/1045389X20959458,2021.0,1.0,centre national d’etudes spatiales,2020.0,2021.0
10.1007/s11214-020-00760-0,2020.0,6.0,"Swedish National Space Agency,Norwegian Space Agency,Japan Aerospace Exploration Agency,Centre National d’Etudes Spatiales,Centre National de la Recherche Scientifique,Royal Institute of Technology",2020.0,2020.0
10.1029/2020GL088690,2020.0,20.0,Agence Nationale de la Recherche,2020.0,2020.0
10.1109/EMBC44109.2020.9175854,2020.0,3.0,,,
10.1117/12.2557834,2020.0,1.0,,,
10.1016/j.indcrop.2020.112935,2020.0,27.0,"ARIMNet2 2015 Call by MIPAAF,ANR,DEMETER,MESRSFC,MHERS,European Union’s Seventh Framework Programme",,
10.1029/2020JF005654,2020.0,1.0,"Agence Nationale de la Recherche,Deutsche Forschungsgemeinschaft",2020.0,2020.0
10.1109/EMBC44109.2020.9176116,2020.0,2.0,,,
10.1007/s00229-020-01252-9,2021.0,1.0,Agence Nationale de la Recherche,2020.0,2021.0
10.1038/s41598-020-72191-4,2020.0,18.0,"Conselho Nacional de Desenvolvimento Científico e Tecnológico,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,Empresa Brasileira de Pesquisa Agropecuária",2020.0,2020.0
10.1016/j.joep.2020.102311,2020.0,3.0,,,
10.1002/cmdc.202000251,2021.0,2.0,,2020.0,2021.0
10.1123/JSR.2018-0284,2020.0,5.0,,,
10.1016/j.foodchem.2020.128130,2021.0,0.0,"The Gen Foundation,The French Ministry of Research",,
10.1016/j.jeurceramsoc.2020.09.064,2021.0,18.0,"MESRSFC,CNRST",,2021.0
10.1109/MED48518.2020.9183031,2020.0,4.0,,,
10.1093/mnras/staa1102,2020.0,11.0,European Research Council,2020.0,2020.0
10.1039/d0sc90189j,,0.0,,2020.0,2020.0
10.1074/jbc.ra120.013728,2020.0,6.0,"Agence Nationale de la Recherche,Association pour la Recherche contre le Cancer,Ligue Nationale contre le Cancer,French Ministère de l'Enseignement et de la Recherche",,2020.0
10.1051/0004-6361/202037795,2020.0,5.0,,2020.0,
10.1103/PHYSREVLETT.125.113901,,8.0,"Air Force Office of Scientific Research,Fondation Muriel McQueen Fergusson,National Science Foundation",2020.0,2020.0
10.1016/j.puhe.2020.08.029,2020.0,2.0,"French Ministry of Sports,French National Olympic and Sport Committee,Santé publique",,
10.1051/0004-6361/201937228,2020.0,2.0,"Eesti Teadusagentuur,Science and Technology Facilities Council,European Research Council,Deutsche Forschungsgemeinschaft,Deutsches Zentrum für Luft- und Raumfahrt,Ministerstwo Nauki i Szkolnictwa Wyższego,Knut och Alice Wallenbergs Stiftelse,Svenska Forskningsrådet Formas",2020.0,
10.3389/fpsyg.2020.01613,,0.0,,2020.0,
10.1038/s41598-020-72464-y,2020.0,11.0,,2020.0,2020.0
10.3389/fphar.2019.00791,,1.0,,2019.0,
10.1016/S1877-1203(20)30083-5,2020.0,0.0,,,2020.0
10.1051/0004-6361/201937414,2020.0,6.0,,2020.0,
10.1016/j.landurbplan.2020.103947,2021.0,13.0,Belgian Federal Science Policy Office,,
10.1080/00346764.2020.1828612,,1.0,,2020.0,
10.1007/s11069-020-04338-5,2021.0,4.0,,2020.0,2021.0
10.1038/s41598-020-73494-2,2020.0,1.0,,2020.0,2020.0
10.4000/MEDITERRANEE.11358,,0.0,,2020.0,
10.1007/s10340-020-01285-9,2021.0,10.0,,2020.0,2021.0
10.1016/j.jfo.2020.01.013,2020.0,2.0,,,2020.0
10.4000/rei.8957,2020.0,1.0,,,2020.0
10.1109/CEC48606.2020.9185681,2020.0,2.0,,,
10.3847/2041-8213/abae69,,7.0,"National Science Foundation/PIRE,Heising-Simons,National Science Foundation,National Science Foundation",2020.0,
10.1002/cssc.202002258,2020.0,1.0,,2020.0,2020.0
10.4000/rei.8911,2020.0,3.0,,,2020.0
10.1007/978-3-030-58942-4_20,2020.0,1.0,,2020.0,
10.1007/978-3-030-58811-3_37,2020.0,0.0,,2020.0,
10.1088/1402-4896/abac37,,0.0,IDEX,2020.0,
10.1051/0004-6361/202038372,2020.0,9.0,,2020.0,
10.3917/med.191.0119,2020.0,1.0,,,2020.0
10.5802/JEP.128,,0.0,,2020.0,
10.1109/TAES.2019.2959928,2020.0,14.0,,,
10.1007/s11695-020-05016-y,2021.0,0.0,,2020.0,2021.0
10.1051/0004-6361/202037534,2020.0,4.0,,2020.0,
10.1051/0004-6361/202038190,2020.0,2.0,,2020.0,
10.1002/cne.25012,2021.0,4.0,"Japan Society for the Promotion of Science,National Aeronautics and Space Administration",2020.0,2021.0
10.1109/COINS49042.2020.9191405,2020.0,3.0,,,
10.1021/acs.estlett.0c00518,2020.0,5.0,Natural Sciences and Engineering Research Council of Canada,2020.0,2020.0
10.3390/RS12183097,,0.0,,2020.0,
10.1016/j.csr.2020.104239,2020.0,0.0,"Ministère de l&apos;Enseignement Supérieur et de la Recherche,Fondation UNICE",,
10.3390/electronics9101605,,5.0,Agence Nationale de la Recherche,2020.0,
10.1007/978-3-030-59413-8_3,2020.0,1.0,,2020.0,
10.1142/S0218202520500372,2020.0,7.0,,2020.0,2020.0
10.1007/978-3-030-60036-5_10,2020.0,1.0,,2020.0,
10.1111/dth.14341,2020.0,2.0,,2020.0,2020.0
10.1103/PhysRevE.102.032122,,0.0,"Conselho Nacional de Desenvolvimento Científico e Tecnológico,Agence Nationale de la Recherche",2020.0,2020.0
10.1016/j.immuni.2020.09.006,2020.0,36.0,"Cancer Research Institute,National Health and Medical Research Council,Ligue Contre le Cancer,Institut National Du Cancer,European Molecular Biology Organization,Fondation ARC pour la Recherche sur le Cancer",,2020.0
10.1007/s10340-020-01286-8,2021.0,12.0,,2020.0,2021.0
10.1007/s00205-020-01558-8,2021.0,0.0,,2020.0,2021.0
10.1088/1361-6382/aba28a,2020.0,2.0,"National Science Foundation,Goddard Space Flight Center",2020.0,2020.0
10.1063/5.0016217,2020.0,27.0,,,2020.0
10.3389/feduc.2019.00083,,0.0,,2019.0,
10.1093/mnrasl/slaa111,2020.0,15.0,,2020.0,2020.0
10.1016/j.cej.2020.127107,2021.0,16.0,,,
10.1016/j.cofs.2020.08.004,2020.0,62.0,"National Institutes of Health,Linus Pauling Institute,Oregon State University College of Pharmacy",,
10.1109/SECONWorkshops50264.2020.9149781,2020.0,0.0,,,
10.4000/rei.8643,2020.0,3.0,,,2020.0
10.4000/rei.8967,2020.0,0.0,,,2020.0
10.1051/0004-6361/201935350,2019.0,59.0,,2019.0,
10.21037/tlcr-20-594,2020.0,8.0,,2020.0,2020.0
10.3390/ijms21197175,,1.0,"Erasmus+,Ministry of Higher Education and Research",2020.0,
10.1109/LES.2020.3029313,2021.0,4.0,Ellcie-Healthy Start-Up,,
10.1109/MED48518.2020.9182865,2020.0,3.0,,,
10.1016/j.tcs.2020.09.036,2020.0,3.0,"European Research Council,Ministero dell’Istruzione, dell’Università e della Ricerca",,
10.1242/jcs.209742,2020.0,6.0,Agence Nationale de la Recherche,2020.0,2020.0
10.1016/j.ijid.2020.08.075,2020.0,7.0,Agence Nationale de la Recherche,,
10.1051/0004-6361/202038144,2020.0,18.0,,2020.0,
10.1038/s41597-020-00666-0,2020.0,19.0,"Agence Nationale de la Recherche,Deutsche Forschungsgemeinschaft",2020.0,2020.0
10.1109/MED48518.2020.9183324,2020.0,0.0,,,
10.1016/j.jbspin.2020.09.009,2021.0,1.0,"Assurance-Maladie (CNAMTS), Institut National de veille sanitaire (InVS), Inserm, CHU de Nancy, CHU de Nice, Conseil Régional de Lorraine, and Société Française de Rhumatologie",,2021.0
10.1038/s41598-020-73145-6,2020.0,10.0,"Agence Nationale de la Recherche,INRA Plant Health Department,Conseil National de la Recherche Scientifique,FP7 Ideas: European Research Council,Université Côte d’Azur",2020.0,2020.0
10.1007/978-3-030-58811-3_30,2020.0,0.0,,2020.0,
10.3389/fpsyg.2020.565128,,111.0,Agence Nationale de la Recherche,2020.0,
10.1063/1.5142411,2020.0,4.0,"Ministry of Education - Singapore,Engineering and Physical Sciences Research Council",,2020.0
10.1177/0003319720962950,2021.0,1.0,,2020.0,2021.0
10.1038/s41467-020-18924-5,2020.0,0.0,,2020.0,2020.0
10.3847/2041-8213/abb248,,6.0,,2020.0,
10.13164/RE.2020.0452,2020.0,0.0,,2020.0,2020.0
10.5802/JEP.127,,1.0,,2020.0,
10.4171/PM/2038,,0.0,,2020.0,2019.0
10.1063/5.0019039,2020.0,2.0,Agence Nationale de la Recherche,,2020.0
10.1016/j.epsl.2020.116620,2021.0,9.0,"Université Côte d’Azur,National Science Foundation,Institut de Recherche pour le Développement",,
10.1063/5.0015252,2020.0,12.0,"Agence Nationale de la Recherche,Agence Nationale de la Recherche",,2020.0
10.1109/MED48518.2020.9183353,2020.0,5.0,,,
10.1116/6.0000192,2020.0,3.0,"National Key R&D Program of China,National Key R&D Program of China,Nation Natural Science Foundation of China,Natural Science Foundation of Fujian Province of China,ANR Project NANOGANUV,Science Challenge Project",,2020.0
10.5547/01956574.42.1.CCHA,2021.0,5.0,,,2021.0
10.1017/jfm.2020.729,2020.0,5.0,,2020.0,
10.1007/978-3-030-58811-3_40,2020.0,0.0,,2020.0,
10.1136/bmjsem-2020-000758,2020.0,13.0,,2020.0,2020.0
10.3389/fonc.2020.566297,,13.0,,2020.0,
10.1103/PhysRevFluids.5.093301,,2.0,"École Normale Supérieure,Centre National de la Recherche Scientifique,Academy of Finland",2020.0,2020.0
10.1016/j.rhum.2020.07.013,2020.0,3.0,,,2020.0
10.1103/PhysRevLett.125.127402,,20.0,"Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,National Center of Competence in Research Bio-Inspired Materials",2020.0,2020.0
10.1111/mec.15661,2021.0,21.0,,2020.0,2021.0
10.1088/1361-6382/aba80e,2020.0,35.0,,2020.0,2020.0
10.3390/cancers12103058,,7.0,,2020.0,
10.1364/OL.394455,2020.0,6.0,"Agence Nationale de la Recherche,European Research Council",2020.0,2020.0
10.1371/journal.ppat.1008935,,6.0,Agence Nationale pour la Recherche,2020.0,
10.3390/insects11100695,,5.0,National Natural Science Funds of China,2020.0,
10.3390/su12198210,,9.0,,2020.0,
10.1016/B978-0-12-816490-7.00002-3,2020.0,29.0,,,
10.1016/j.bbagrm.2020.194642,2020.0,9.0,"Saudi Arabia Cultural Bureau in London,Tertiary Education Trust Fund",,2020.0
10.3917/cpc.055.0081,2020.0,1.0,,,2020.0
10.1016/j.ecoenv.2020.111302,2020.0,14.0,"National Natural Science Foundation of China,China Scholarship Council,Horizon 2020 Framework Programme,National Key Research and Development Program of China",,
10.1364/OL.410612,2020.0,0.0,,2020.0,2020.0
10.1145/3379597.3387484,2020.0,2.0,,2020.0,
10.1093/chemse/bjaa041,2020.0,246.0,Pennsylvania State University,2020.0,2020.0
10.1109/ICTON51198.2020.9203053,2020.0,0.0,,,
10.1103/PhysRevA.102.033508,,2.0,,2020.0,2020.0
10.3390/cells9102251,,3.0,,2020.0,
10.1007/s10712-020-09616-2,2020.0,4.0,,2020.0,2020.0
10.1504/IJEIM.2020.110100,2020.0,3.0,,,2020.0
10.1103/PhysRevApplied.14.044026,,3.0,CNRS,2020.0,2020.0
10.5038/1827-806X.49.3.2344,,3.0,,2020.0,
10.1007/978-1-0716-0974-3_14,2021.0,1.0,,2020.0,
10.1119/10.0002065,2020.0,0.0,,,2020.0
10.1119/10.0001630,2020.0,11.0,,,2020.0
10.1109/IJCNN48605.2020.9206829,2020.0,2.0,,,
10.1103/PhysRevLett.125.134102,,9.0,"Agence Nationale de la Recherche,Institució Catalana de Recerca i Estudis Avançats,Generalitat de Catalunya,Spanish Ministerio de Ciencia, Innovacion y Universidades",2020.0,2020.0
10.1093/ajcn/nqaa195,2020.0,5.0,"German Research Foundation,Israel Science Foundation",2020.0,2020.0
10.3389/fphar.2020.525020,,10.0,,2020.0,
10.1126/sciadv.abd3649,2020.0,34.0,"National Aeronautics and Space Administration,Canadian Space Agency,Centre National d’Etudes Spatiales",,2020.0
10.1182/blood.2020005980,,2.0,,2020.0,
10.1215/00192082-8720482,2020.0,0.0,,,
10.1103/PhysRevB.102.094508,,2.0,Agence Nationale de la Recherche,2020.0,2020.0
10.1103/PhysRevA.102.040201,,7.0,"European Commission,Austrian Science Fund,Israel Science Foundation",2020.0,2020.0
10.1051/medsci/2020192,2020.0,0.0,,2020.0,
10.1007/978-1-0716-0974-3_4,2021.0,5.0,,2020.0,
10.1038/s41550-020-01226-7,2021.0,13.0,,2020.0,2021.0
10.1088/1361-648X/abac8b,2020.0,3.0,"Norges Forskningsråd,Norwegian Nano Network,UiO:Energy",2020.0,2020.0
10.1016/j.marpetgeo.2020.104753,2021.0,13.0,"UFRN,UNB,UFRJ,UFC,Shell Brasil,ANP,Shell Brasil",,
10.1088/2631-8695/ab78c5,,1.0,,2020.0,
10.1103/PhysRevA.102.033334,,6.0,"National Natural Science Foundation of China,NSAF",2020.0,2020.0
10.1038/s41598-020-74318-z,2020.0,1.0,,2020.0,2020.0
10.1007/s00401-020-02234-7,2021.0,47.0,"Fondation Vaincre Alzheimer,LABEX DISTALZ,FAPESP",2020.0,2021.0
10.1016/j.ijid.2020.09.1420,2020.0,3.0,"Institut Pasteur de Guadeloupe, rue Victor Hugo, Pointe à Pitre - Guadeloupe, France.",,
10.1103/PhysRevB.102.075405,,6.0,"Consejo Nacional de Ciencia y Tecnología,Universidad Nacional Autónoma de México,Deutsche Forschungsgemeinschaft",2020.0,2020.0
10.3917/cpc.055.0165,2020.0,0.0,,,2020.0
10.1111/faf.12515,2021.0,15.0,Prince Albert II of Monaco Foundation,2020.0,2021.0
10.3847/1538-4357/abaeee,,17.0,,2020.0,
10.1109/IJCNN48605.2020.9207702,2020.0,0.0,,,
10.1051/0004-6361/202038246,2020.0,2.0,,2020.0,
10.1042/BSR20202956,2020.0,0.0,,2020.0,2020.0
10.1103/PhysRevLett.125.131101,,22.0,"Max-Planck-Gesellschaft,Gottfried Wilhelm Leibniz Universität Hannover,Deutsche Forschungsgemeinschaft,Instituto Nazionale di Fisica Nucleare,Centre National de la Recherche Scientifique,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,Spanish Agencia Estatal de Investigación,Generalitat Valenciana,Generalitat de Catalunya,Narodowe Centrum Nauki,European Commission,Országos Tudományos Kutatási Alapprogramok,Belgian Fonds de la Recherche Scientifique,Fonds Wetenschappelijk Onderzoek,Germany’s Excellence Strategy,French Lyon Institute of Origins,Actions de Recherche Concertes",2020.0,2020.0
10.1093/GBE/EVAA141,2020.0,4.0,,2020.0,2020.0
10.1103/PhysRevFluids.5.104701,,6.0,"Engineering and Physical Sciences Research Council,Arthritis National Research Foundation,Centre National de la Recherche Scientifique,Horizon 2020 Framework Programme,University of East Anglia",2020.0,2020.0
10.1007/s13205-020-02472-2,2020.0,0.0,Algerian General Directorate of Scientific Research and Technological Development (DGRSDT) and the Algerian Ministry of Higher Education and Scientific research (MESRS).,2020.0,2020.0
10.1007/s11069-020-04362-5,2021.0,1.0,"Commissariat à l'Énergie Atomique et aux Énergies Alternatives,Conseil Régional de la région PACA",2020.0,2021.0
10.1063/5.0006130,2020.0,3.0,"FEDER/UE,Ministerio de Economía, Industria y Competitividad, Gobierno de España,Conseil Régional Provence-Alpes-Côte d'Azur",,2020.0
10.7150/thno.48229,2020.0,14.0,,,
10.1016/j.mmm.2020.10.001,2020.0,0.0,"Juvenile Diabetes Research Foundation International,Agence Nationale de la Recherche,Max-Planck-Gesellschaft",,2020.0
10.3390/insects11100697,,7.0,Agence Nationale de la Recherche,2020.0,
10.3389/fmicb.2020.572534,,6.0,,2020.0,
10.1111/nyas.14433,2020.0,2.0,,2020.0,2020.0
10.5194/os-16-1165-2020,,7.0,,2020.0,
10.1016/j.jid.2020.06.039,2021.0,3.0,"Abbott Fund,Pfizer,Assistance publique-Hôpitaux de Paris,Bayer,Novartis Pharma,AstraZeneca France",,2021.0
10.1002/ffj.3630,2021.0,0.0,,2020.0,2021.0
10.1016/j.jcrysgro.2020.125911,2020.0,0.0,Agence Nationale de la Recherche,,
10.1186/s12951-020-00706-2,2020.0,6.0,"Engineering and Physical Sciences Research Council,Eurostars,CONACyT",2020.0,2020.0
10.1556/012.2020.57.2.1463,2020.0,0.0,,,
10.1038/s43247-020-0012-z,2020.0,35.0,,2020.0,2020.0
10.3389/feart.2020.542654,,6.0,,2020.0,
10.1007/s41685-019-00127-6,2020.0,3.0,Japan Society for the Promotion of Science,2019.0,2020.0
10.1149/09805.0061ecst,2020.0,1.0,,,2020.0
10.1111/nyas.14499,2020.0,5.0,,2020.0,2020.0
10.1126/sciadv.abc3699,2020.0,55.0,NASA New Frontiers Program,,2020.0
10.1109/IJCNN48605.2020.9207239,2020.0,2.0,,,
10.1103/PhysRevLett.125.164501,,13.0,"Centre National de la Recherche Scientifique,Engineering and Physical Sciences Research Council,Agence Nationale de la Recherche,H2020 Marie Sklodowska-Curie Actions,University of East Anglia,Royal Society International Exchanges Scheme",2020.0,2020.0
10.1039/d0ma00370k,,16.0,Horizon 2020 Framework Programme,2020.0,2020.0
10.2514/6.2020-2972,2020.0,1.0,,2020.0,
10.1016/j.scico.2020.102546,2021.0,1.0,"Southwest University,NSFC,NSFC,NSFC,Special Foundation for Basic Science and Frontier Technology Research Program of Chongqing,National Key Research and Development Program of China,National Natural Science Foundation of China",,
10.1007/978-3-030-60327-4_21,2020.0,1.0,,2020.0,
10.3390/insects11100686,,6.0,Thailand Research Fund,2020.0,
10.1007/s00168-020-01028-9,2021.0,1.0,Agence Nationale de la Recherche,2020.0,2021.0
10.1051/0004-6361/202037869,2020.0,1.0,,2020.0,
10.1007/s10884-020-09902-y,2021.0,0.0,Agence Nationale de la Recherche,2020.0,2021.0
10.4000/EPS.8949,,0.0,,2019.0,
10.1109/ICTON51198.2020.9203268,2020.0,0.0,,,
10.1152/AJPHEART.00379.2020,2020.0,4.0,"HHS | National Institutes of Health,American Heart Association",,2020.0
10.1051/0004-6361/201935097,2020.0,14.0,,2020.0,
10.1109/ICTON51198.2020.9203482,2020.0,0.0,,,
10.1016/j.jbspin.2020.09.004,2020.0,18.0,,,2020.0
10.1007/978-3-030-58820-5_44,2020.0,0.0,,2020.0,
10.1126/sciadv.abc3350,2020.0,32.0,"National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,Jet Propulsion Laboratory,Centre National d’Etudes Spatiales",,2020.0
10.1152/ajpcell.00340.2020,2020.0,18.0,,,2020.0
10.1007/s00009-020-01609-0,2020.0,0.0,Agence Nationale de la Recherche,2020.0,2020.0
10.1088/2515-7647/ab8cb1,2020.0,3.0,"UCSB-Collaborative Research in Engineering, Science and Technology (CREST) Malaysia project",2020.0,2020.0
10.1007/s11042-020-09864-9,2021.0,0.0,,2020.0,2021.0
10.3758/s13423-020-01811-x,2021.0,1.0,,2020.0,2021.0
10.1038/s42003-020-01306-4,2020.0,3.0,,2020.0,2020.0
10.1093/MNRAS/STAA1468,2020.0,9.0,"European Research Council,European Union's Horizon 2020 research and innovation programme",2020.0,2020.0
10.1364/CLEO_QELS.2020.FF2D.4,2020.0,0.0,,,
10.1093/gji/ggaa237,2020.0,7.0,National Science Foundation,2020.0,2020.0
10.1364/CLEO_QELS.2020.FM1R.7,2020.0,1.0,,,
10.1016/j.scitotenv.2020.143069,2021.0,23.0,Centers for Disease Control and Prevention,,
10.3389/fevo.2020.555698,,15.0,National Science Foundation,2020.0,
10.1109/OCEANSE.2019.8867453,2019.0,0.0,,,
10.1101/gr.262717.120,2020.0,4.0,"Inserm, CNRS,Université Côte d'Azur,Fraxa Research Foundation,Féderation Recherche sur le Cerveau,Fondation Jérôme Lejeune,Agence Nationale de la Recherche,Conseil Départemental 06,Région PACA,ARC,Canceropôle PACA,Commissariat aux Grands Investissements",2020.0,2020.0
10.1109/TSP.2020.2990597,2020.0,5.0,CFM Ecole Normale Suprieure,,
10.1109/ICCICC46617.2019.9146104,2019.0,0.0,,,
10.1051/0004-6361/202038581,2020.0,2.0,,2020.0,
10.1021/acsanm.9b02546,2020.0,0.0,Agence Nationale de la Recherche,2020.0,2020.0
10.1017/S002237782000077X,2020.0,3.0,,2020.0,
10.1127/entomologia/2020/0933,2020.0,12.0,,,2020.0
10.1103/PhysRevB.102.134513,,4.0,"Agence Nationale de la Recherche,Grand Équipement National De Calcul Intensif,Horizon 2020 Framework Programme",2020.0,2020.0
10.1051/0004-6361/202038071,2020.0,99.0,,2020.0,
10.1007/s12220-020-00535-7,2021.0,0.0,,2020.0,2021.0
10.1016/j.tecto.2020.228643,2020.0,1.0,European Commission,,
10.1029/2020GL090578,2020.0,3.0,"China Scholarship Council,National Natural Science Foundation of China",2020.0,2020.0
10.1103/PhysRevB.102.161108,,9.0,"U.S. Department of Energy,Office of Science,National Basic Research Program of China,Agence Nationale de la Recherche,Ministry of Science and Technology of the People's Republic of China,Research Grants Council, University Grants Committee,Chinese Academy of Sciences,University of Hong Kong",2020.0,2020.0
10.1038/s41598-020-76031-3,2020.0,0.0,,2020.0,2020.0
10.1051/0004-6361/202038866,2020.0,3.0,European Research Council,2020.0,
10.1364/CLEO_SI.2020.SM1H.2,2020.0,1.0,,,
10.1007/s12520-020-01228-6,2020.0,0.0,"Ministry of Research and Innovation - Romania - within Program 1 - Development of the national RD system, Subprogram 1.2 - Institutional Performance - RDI excellence funding projects,Ministère des Affaires Étrangères",2020.0,2020.0
10.1016/j.jcis.2020.10.010,2021.0,7.0,,,
10.1038/s41586-020-2846-z,2020.0,36.0,,2020.0,2020.0
10.1093/mnras/staa2807,2020.0,25.0,"Fondo Nacional de Desarrollo Científico, Tecnológico y de Innovación Tecnológica,Centro de Astrofísica y Tecnologías Afines,Agencia Estatal de Investigación,Max-Planck-Gesellschaft,Deutsche Forschungsgemeinschaft,European Cooperation in Science and Technology",2020.0,2020.0
10.1093/mnras/staa1661,2020.0,13.0,"Australian Astronomical Observatory,Consiliul National al Cercetarii Stiintifice,California Department of Fish and Game,Agence Nationale de la Recherche,Institut National des Sciences de l’Univers, Centre National de la Recherche Scientifique,College of Natural Resources and Sciences, Humboldt State University,Leverhulme Trust,Natural Sciences and Engineering Research Council of Canada,Australian Research Council,Centro de Astrofísica y Tecnologías Afines",2020.0,2020.0
10.1016/j.measurement.2020.108590,2021.0,0.0,Ted Orthopedics,,
10.1097/OPX.0000000000001586,2020.0,0.0,,2020.0,2020.0
10.1021/acs.joc.0c01841,2020.0,6.0,This work was granted access to the HPC and visualization resources of Centre de Calcul Interactif hosted by C??te d???Azur University.,2020.0,2020.0
10.1038/s41467-020-18978-5,2020.0,30.0,"Agence Nationale de la Recherche,National Science Foundation",2020.0,2020.0
10.1093/mnras/staa1776,2020.0,5.0,California Institute of Technology,2020.0,2020.0
10.1051/0004-6361/201832698e,2020.0,4.0,,2020.0,
10.1016/j.kint.2020.08.005,2020.0,143.0,,,2020.0
10.1051/0004-6361/202038592,2020.0,11.0,"Swedish National Space Agency,European Space Agency",2020.0,
10.1093/mnras/staa1827,2020.0,4.0,"National Natural Science Foundation of China,Yunnan University,National Aeronautics and Space Administration,National Science Foundation",2020.0,2020.0
10.1051/0004-6361/201937022,2020.0,2.0,,2020.0,
10.1063/5.0023706,2020.0,4.0,"COMU Université Côte d’Azur,Axmepios Biomedicals,Russian Science Foundation,Agence Nationale de la Recherche",,2020.0
10.1016/j.jseaes.2020.104569,2020.0,1.0,,,
10.1038/s41467-020-19354-z,2020.0,17.0,"Gouvernement du Canada | Instituts de Recherche en Santé du Canada | CIHR Skin Research Training Centre,Programme Samuel-De Champlain FRQne",2020.0,2020.0
10.1109/NUSOD49422.2020.9217682,2020.0,0.0,,,
10.1214/19-AIHP1042,2020.0,1.0,,,
10.1016/j.lingua.2020.102989,2020.0,2.0,"European Union's Horizon 2020 research and innovation programme,Agence Nationale de la Recherche and Université Côte d’Azur",,
10.1109/IMS30576.2020.9224102,2020.0,3.0,,,
10.1093/mnras/staa1242,2020.0,17.0,Agence Nationale de la Recherche,2020.0,2020.0
10.1038/s41380-020-00926-w,2021.0,6.0,,2020.0,2021.0
10.1051/0004-6361/202037736,2020.0,0.0,,2020.0,
10.1093/mnras/staa1118,2020.0,12.0,,2020.0,2020.0
10.1126/science.abc3660,2020.0,56.0,NASA New Frontiers Program,,2020.0
10.1016/j.ifacol.2020.12.2438,2020.0,1.0,,,2020.0
10.1007/s00205-020-01584-6,2021.0,3.0,Agence Nationale de la Recherche,2020.0,2021.0
10.1021/acscentsci.0c01187,2020.0,4.0,,2020.0,2020.0
10.1063/5.0018208,2020.0,11.0,"RCUK,EUROfusion Research Fellowship,EUROfusion",,2020.0
10.1103/PhysRevA.102.043318,,9.0,"Horizon 2020,Simons Foundation,Engineering and Physical Sciences Research Council",2020.0,2020.0
10.1109/CDC42340.2020.9303813,2020.0,3.0,,,
10.15252/embj.2019104369,2020.0,45.0,"Agence Nationale de la Recherche,Institut National Du Cancer,Ligue Contre le Cancer,French Infrastructure for Integrated Structural Biology,Agence Nationale de la Recherche,Institut National Du Cancer,Ligue Contre le Cancer,French Infrastructure for Integrated Structural Biology",2020.0,2020.0
10.2478/stap-2019-0015,2019.0,0.0,,2020.0,2019.0
10.3390/cells9112367,,34.0,,2020.0,
10.1364/CLEO_QELS.2020.FF3C.5,2020.0,0.0,,,
10.1051/0004-6361/202038740,2020.0,8.0,,2020.0,
10.1051/0004-6361/201936980e,2020.0,1.0,,2020.0,
10.3847/2041-8213/aba493,,259.0,national science foundation,2020.0,
10.1016/j.polymer.2020.123157,2021.0,6.0,Horizon 2020,,
10.12997/jla.2020.9.2.231,2020.0,10.0,"Fondation de France,European Research Council",,2020.0
